code,lsoa,borough,ACCOMM,EDU,FOOD,PARK,SHOP,TRANSPORT,WORK,ENTERTAIN,ATTRACT,SWI,count,EDU_jnb,FOOD_jnb,SHOP_jnb,TRANSPORT_jnb,WORK_jnb,ENTERTAIN_jnb,ATTRACT_jnb,ACCOMM_jnb,PARK_jnb,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8
E01003092,Lambeth 008C,Lambeth,0.0,3.0,2.0,0.0,5.0,0.0,15.0,1.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.005684030200000001,0.0009909031,0.00053725176,1.0,1.0671548999999998e-06,4.0217667999999994e-07,3.2344371e-07,0.0
E01003093,Lambeth 010B,Lambeth,0.0,0.0,3.0,0.0,3.0,3.0,11.0,2.0,2.0,15.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.1552289e-08,4.7124668e-14,0.0,0.042529500000000005,1.9662282000000002e-11,1.0,0.07478632,7.2158076e-07
E01003094,Lambeth 010C,Lambeth,0.0,2.0,0.0,0.0,2.0,0.0,8.0,3.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.6823433e-09,1.6405373e-14,0.0,0.026193736000000002,0.20091346,1.0,2.3475422000000002e-07,7.479938e-09
E01003095,Lambeth 012E,Lambeth,1.0,0.0,0.0,0.0,3.0,0.0,12.0,1.0,0.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.9870469e-05,9.93404e-07,4.5926325e-09,7.79336e-08,1.7505734e-07,4.970671e-13,0.0
E01003096,Lambeth 010D,Lambeth,0.0,3.0,12.0,0.0,10.0,4.0,24.0,1.0,0.0,5.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0057186815,0.0014583176000000002,0.06624713,1.0,2.9797504e-06,4.5202046e-07,9.6992736e-08,0.0
E01003097,Lambeth 006A,Lambeth,0.0,3.0,7.0,0.0,3.0,1.0,9.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.005596548000000001,0.0017607149,0.24076083,1.0,7.765518e-06,4.3297909999999997e-07,2.6473257e-08,0.0
E01003098,Lambeth 005A,Lambeth,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003099,Lambeth 005B,Lambeth,0.0,6.0,14.0,0.0,12.0,8.0,35.0,19.0,14.0,28.0,18.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0074131195,0.00038315036,0.24214892,1.0052323e-05,5.0075094e-05,4.461127e-09,0.0
E01003100,Lambeth 005C,Lambeth,0.0,0.0,15.0,0.0,10.0,6.0,36.0,3.0,6.0,48.0,36.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.33759028,1.9356726e-06,0.0,0.0012469671000000001,2.8062664000000003e-07,0.022607526,0.0001966987,1.0
E01003101,Lambeth 003A,Lambeth,0.0,5.0,12.0,0.0,8.0,2.0,31.0,0.0,2.0,11.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2199845e-06,2.9003118e-15,5.9223455999999995e-18,0.0,4.269775e-09,6.962317999999999e-08,1.0,0.02477208
E01003102,Lambeth 004A,Lambeth,1.0,8.0,15.0,0.0,11.0,13.0,67.0,11.0,3.0,25.0,21.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,0.03644923,0.0029179754,0.008138848,0.0,8.4027096e-07,0.95688516,0.06435727
E01003104,Lambeth 004C,Lambeth,0.0,1.0,3.0,0.0,7.0,3.0,15.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003106,Lambeth 003C,Lambeth,0.0,1.0,6.0,0.0,2.0,5.0,16.0,2.0,4.0,11.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.00029196555,0.0006120932,0.12222939,0.36194322,1.5105573e-05,0.0,1.0,0.0781988
E01003107,Lambeth 003D,Lambeth,0.0,1.0,12.0,0.0,8.0,5.0,46.0,2.0,1.0,12.0,10.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.013462722,0.0005171099299999999,0.04949111,1.0,0.0,6.777536e-05,0.6285440999999999,0.00016580292
E01003108,Lambeth 002B,Lambeth,0.0,2.0,6.0,0.0,2.0,3.0,7.0,1.0,2.0,8.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.20723514,1.4394360000000001e-05,0.0,2.5085594e-05,0.00048750029999999997,0.38631279999999996,1.0,0.0005316306500000001
E01003109,Lambeth 003E,Lambeth,5.0,1.0,24.0,0.0,22.0,6.0,79.0,12.0,9.0,30.0,16.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0.6980265999999999,0.033522922999999996,0.0,0.0016233482999999998,0.09146041,0.9290695,1.0,0.0007123284
E01003110,Lambeth 002C,Lambeth,0.0,3.0,12.0,0.0,9.0,2.0,31.0,1.0,1.0,6.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12950416,0.00010929995000000001,1.7254247e-11,0.0,2.3989703999999997e-08,4.5612105999999996e-07,1.0,7.497069000000001e-09
E01003111,Lambeth 002D,Lambeth,0.0,3.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003112,Lambeth 002E,Lambeth,0.0,6.0,8.0,0.0,16.0,4.0,57.0,4.0,4.0,9.0,7.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.3784438000000002e-08,4.5459294e-09,1.015653e-09,2.6759032000000005e-08,1.3069719e-12,4.1247584999999996e-16
E01003113,Lambeth 032A,Lambeth,2.0,1.0,1.0,0.0,4.0,4.0,17.0,1.0,0.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.074798025,3.9241930000000005e-06,0.0044163475,1.997628e-05,0.6381928000000001,3.9962440000000005e-08,0.0
E01003114,Lambeth 032B,Lambeth,0.0,4.0,5.0,1.0,9.0,8.0,17.0,1.0,0.0,15.0,9.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0240956e-06,6.8363835e-12,0.0,0.00017121319,1.703771e-08,0.39049903,1.0,0.08983196
E01003115,Lambeth 034A,Lambeth,0.0,2.0,9.0,0.0,14.0,2.0,32.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.865946e-09,5.7681355999999994e-18,0.0,0.025117692999999996,3.3541343e-11,1.0,2.4406205e-07,1.2893362e-09
E01003117,Lambeth 029B,Lambeth,0.0,3.0,17.0,0.0,14.0,4.0,36.0,3.0,0.0,23.0,17.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.72809577,0.06084942,1.9855900000000002e-06,0.007089737,0.0,1.0,3.2965305e-05,2.8334983e-07
E01003118,Lambeth 029C,Lambeth,0.0,2.0,4.0,0.0,26.0,5.0,19.0,7.0,0.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.9581395e-05,0.00010834326499999999,0.011881197,0.118763305,8.207869000000001e-07,0.0,1.0,0.09736801
E01003119,Lambeth 032C,Lambeth,0.0,4.0,10.0,0.0,8.0,5.0,43.0,1.0,0.0,23.0,17.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.024054537999999997,2.261447e-08,0.0,1.5529344e-07,0.009496488,0.12550756,1.0,0.0490246
E01003120,Lambeth 032D,Lambeth,2.0,7.0,36.0,0.0,35.0,6.0,88.0,8.0,0.0,11.0,7.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1.1013928999999998e-06,4.598587000000001e-09,5.563563e-09,2.825812e-07,1.6174883999999999e-12,2.2394773e-16
E01003121,Lambeth 006B,Lambeth,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003122,Lambeth 004D,Lambeth,0.0,4.0,9.0,0.0,10.0,1.0,16.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003123,Lambeth 006C,Lambeth,0.0,2.0,10.0,0.0,3.0,2.0,10.0,6.0,2.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.197807e-07,7.912988000000001e-17,0.0,0.004224337,1.2620567e-10,1.0,0.8785267,1.0523758e-07
E01003124,Lambeth 006D,Lambeth,0.0,3.0,1.0,0.0,2.0,4.0,5.0,1.0,0.0,6.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003125,Lambeth 006E,Lambeth,0.0,3.0,2.0,0.0,3.0,2.0,4.0,0.0,1.0,8.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.865946e-09,5.7681355999999994e-18,0.0,0.025117692999999996,3.3541343e-11,1.0,2.4406205e-07,1.2893362e-09
E01003126,Lambeth 008D,Lambeth,0.0,0.0,11.0,0.0,8.0,4.0,14.0,1.0,2.0,24.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003127,Lambeth 010E,Lambeth,0.0,4.0,6.0,0.0,5.0,2.0,27.0,3.0,2.0,8.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003128,Lambeth 008E,Lambeth,0.0,1.0,8.0,0.0,10.0,6.0,13.0,3.0,0.0,26.0,12.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.074091e-08,4.5721067e-09,1.5396932e-09,5.6172172999999994e-08,1.355774e-12,4.461849e-16
E01003129,Lambeth 004E,Lambeth,0.0,3.0,10.0,0.0,10.0,0.0,22.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003130,Lambeth 026A,Lambeth,0.0,1.0,6.0,0.0,10.0,6.0,23.0,3.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0057157753,0.00087308144,3.096655e-05,1.0,5.356091999999999e-07,3.7830438e-07,1.9340393e-07,0.0
E01003131,Lambeth 026B,Lambeth,0.0,2.0,16.0,0.0,15.0,6.0,48.0,8.0,0.0,11.0,9.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.8819628e-09,3.741623e-15,0.0,0.025611652000000002,0.00083811115,1.0,2.4184476e-07,4.9648405e-09
E01003132,Lambeth 024A,Lambeth,0.0,3.0,0.0,0.0,2.0,1.0,7.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003133,Lambeth 027C,Lambeth,0.0,1.0,4.0,0.0,8.0,3.0,23.0,1.0,2.0,9.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.028909666,1.0,3.9704508e-07,4.324498599999999e-14,5.395464500000001e-06,7.959815999999999e-09,0.0,2.4416005e-13
E01003134,Lambeth 027D,Lambeth,0.0,2.0,0.0,0.0,1.0,5.0,7.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003135,Lambeth 026C,Lambeth,0.0,0.0,3.0,0.0,8.0,0.0,21.0,0.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20738637,0.013932756999999999,0.0,3.7938164000000004e-05,0.037682265,0.38630247,1.0,0.09937362400000001
E01003136,Lambeth 022A,Lambeth,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003137,Lambeth 022B,Lambeth,0.0,0.0,2.0,0.0,2.0,7.0,5.0,0.0,0.0,10.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.49046892,2.8621905999999998e-05,3.3593854e-09,0.0,2.2802596999999998e-07,2.3842309000000002e-05,1.0,1.4424641e-07
E01003138,Lambeth 026D,Lambeth,0.0,3.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003139,Lambeth 035A,Lambeth,0.0,2.0,5.0,0.0,8.0,2.0,17.0,2.0,0.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.8034309999999995e-09,3.1531086e-14,0.0,0.02603926,0.3203712,1.0,2.3528262999999998e-07,8.408895e-09
E01003141,Lambeth 034B,Lambeth,0.0,2.0,0.0,0.0,3.0,4.0,15.0,0.0,0.0,22.0,16.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.006963525999999999,0.0021364745,0.24218827,1.0,1.5298934e-05,0.0,0.07023578,0.01216628
E01003142,Lambeth 035C,Lambeth,0.0,2.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00764615,1.8124438999999998e-06,4.5687036e-09,3.2215421999999996e-07,3.642747e-08,0.0,1.6579265e-13
E01003144,Lambeth 034C,Lambeth,0.0,0.0,1.0,1.0,2.0,8.0,12.0,2.0,5.0,14.0,10.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,0.018044796000000002,0.00029295397999999997,0.014626702,3.5233952e-05,0.0,0.00096955337,1.0,0.31495202
E01003145,Lambeth 034D,Lambeth,0.0,3.0,6.0,0.0,13.0,3.0,16.0,0.0,0.0,8.0,8.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.00026334965,6.548798e-13,0.0,0.02404678,9.644827e-12,1.0,0.08531846,6.919935000000001e-05
E01003146,Lambeth 035E,Lambeth,0.0,1.0,4.0,0.0,7.0,2.0,15.0,2.0,0.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003147,Lambeth 034E,Lambeth,0.0,3.0,3.0,0.0,5.0,1.0,22.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003149,Lambeth 030D,Lambeth,0.0,1.0,0.0,0.0,0.0,4.0,9.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.5487686e-11,5.695435e-06,4.670672000000001e-09,4.0942957e-08,5.052395999999999e-07,1.8934006e-12,0.0
E01003150,Lambeth 032F,Lambeth,0.0,1.0,3.0,0.0,3.0,5.0,11.0,0.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.432596e-05,2.3435166e-05,0.121908374,0.50701535,0.0,1.0,8.4331765e-07,1.150301e-07
E01003151,Lambeth 026E,Lambeth,1.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003152,Lambeth 027E,Lambeth,0.0,3.0,0.0,0.0,3.0,2.0,14.0,2.0,0.0,7.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.9892743e-05,0.00016403268,1.0412327e-06,0.11695294,3.2122199999999995e-05,2.2394562999999998e-06,1.0,0.0
E01003153,Lambeth 029D,Lambeth,0.0,2.0,28.0,0.0,25.0,9.0,47.0,8.0,2.0,22.0,16.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.1418375e-05,1.3631902999999999e-06,1.7939835999999999e-07,0.11837637,1.6686663e-05,1.0849641000000002e-06,1.0,0.0
E01003154,Lambeth 030E,Lambeth,0.0,0.0,0.0,0.0,1.0,8.0,8.0,2.0,1.0,7.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003155,Lambeth 029E,Lambeth,0.0,1.0,2.0,0.0,7.0,0.0,31.0,4.0,1.0,18.0,14.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.002141191,1.1725567999999999e-07,0.0,0.00051003176,1.379144e-06,9.1671145e-06,1.0,0.0274317
E01003156,Lambeth 023B,Lambeth,0.0,5.0,0.0,0.0,2.0,5.0,10.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003157,Lambeth 023C,Lambeth,0.0,7.0,2.0,0.0,18.0,0.0,28.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0740882999999999e-08,4.572111e-09,1.5396928e-09,5.6171782e-08,1.3557731000000002e-12,4.461845999999999e-16
E01003158,Lambeth 023D,Lambeth,0.0,1.0,0.0,0.0,5.0,1.0,5.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003159,Lambeth 022C,Lambeth,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,11.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.865946e-09,5.7681355999999994e-18,0.0,0.025117692999999996,3.3541343e-11,1.0,2.4406205e-07,1.2893362e-09
E01003160,Lambeth 022D,Lambeth,0.0,0.0,2.0,0.0,2.0,2.0,4.0,1.0,4.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003161,Lambeth 023E,Lambeth,0.0,4.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003162,Lambeth 022E,Lambeth,0.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,0.0,10.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.9377417e-09,2.3971817999999997e-18,0.0,0.025835231,1.0170582000000002e-07,1.0,2.3904127e-07,1.2009167e-09
E01003163,Lambeth 023F,Lambeth,0.0,5.0,0.0,0.0,1.0,5.0,5.0,4.0,1.0,6.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.1869308e-05,4.0289587999999995e-06,1.7621182999999998e-07,0.11908110000000001,1.05506315e-05,0.0,1.0,1.5124244999999998e-06
E01003164,Lambeth 025A,Lambeth,0.0,4.0,12.0,0.0,12.0,9.0,34.0,4.0,1.0,17.0,13.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.69757956,0.10039057,5.8869897e-05,0.0,0.0054290630000000005,0.17266841,1.0,0.10549583
E01003165,Lambeth 025B,Lambeth,0.0,3.0,3.0,0.0,5.0,3.0,20.0,2.0,0.0,11.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.1281616e-06,1.2706414e-17,9.072251e-18,0.0,3.6773533e-09,6.718623e-08,1.0,0.0008011798
E01003166,Lambeth 028D,Lambeth,1.0,7.0,10.0,0.0,22.0,11.0,59.0,3.0,0.0,40.0,30.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,0.26803377,4.6597721999999996e-11,0.0,0.005583126999999999,0.2747125,1.0,0.6808813,0.0044654803000000005
E01003167,Lambeth 028E,Lambeth,0.0,4.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0740882999999999e-08,4.572111e-09,1.5396928e-09,5.6171782e-08,1.3557731000000002e-12,4.461845999999999e-16
E01003168,Lambeth 025C,Lambeth,0.0,0.0,1.0,0.0,4.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003169,Lambeth 025D,Lambeth,1.0,1.0,3.0,0.0,1.0,6.0,10.0,0.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,6.5454685e-08,9.5784e-07,0.0028505449,0.006009306,0.10834959,0.019886188
E01003170,Lambeth 025E,Lambeth,0.0,4.0,1.0,0.0,3.0,7.0,7.0,4.0,0.0,18.0,14.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.71597517,0.049252424,0.028156066,0.07311049,0.0005594349299999999,1.0,2.8026045e-07,0.0
E01003171,Lambeth 020B,Lambeth,0.0,4.0,1.0,0.0,4.0,1.0,10.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005596548000000001,0.0017607149,0.24076083,1.0,7.765518e-06,4.3297909999999997e-07,2.6473257e-08,0.0
E01003172,Lambeth 024B,Lambeth,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5962368999999999e-06,4.88045e-11,3.046236e-20,0.0,7.3973494e-09,9.34453e-08,1.0,0.09846622
E01003173,Lambeth 020C,Lambeth,0.0,4.0,3.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003174,Lambeth 024C,Lambeth,0.0,2.0,1.0,0.0,4.0,4.0,8.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0018846298000000001,2.8120878e-06,0.0,1.0,5.958247e-06,0.69115406,1.2184884e-06,8.7890555e-08
E01003175,Lambeth 024D,Lambeth,0.0,2.0,0.0,0.0,1.0,3.0,10.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003176,Lambeth 016E,Lambeth,0.0,1.0,3.0,0.0,4.0,6.0,7.0,2.0,4.0,19.0,17.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.37407964,0.008034709000000001,0.03174196,0.50913376,0.00011046752000000001,0.0,1.0,0.009211177
E01003177,Lambeth 020D,Lambeth,0.0,1.0,14.0,0.0,8.0,3.0,25.0,0.0,0.0,6.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003178,Lambeth 020E,Lambeth,0.0,0.0,7.0,0.0,0.0,1.0,10.0,0.0,0.0,11.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.907859499999999e-08,2.0355741000000002e-11,4.2711666999999997e-07,3.461462e-06,0.9159378,9.704093e-09
E01003179,Lambeth 024E,Lambeth,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003180,Lambeth 005D,Lambeth,1.0,2.0,1.0,0.0,0.0,4.0,7.0,3.0,2.0,17.0,13.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003181,Lambeth 007A,Lambeth,0.0,2.0,2.0,0.0,6.0,1.0,12.0,0.0,3.0,19.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.868254e-09,1.886861e-18,0.0,0.025101718,1.8032458999999998e-13,1.0,2.440247e-07,1.0421455e-09
E01003182,Lambeth 009D,Lambeth,0.0,3.0,2.0,0.0,4.0,2.0,40.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003183,Lambeth 005E,Lambeth,0.0,9.0,2.0,0.0,5.0,8.0,48.0,4.0,1.0,23.0,15.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.78400135,0.058025815,0.00015977304,1.0,0.00010873747999999999,0.00010607673999999999,8.452671e-06,0.0
E01003185,Lambeth 007C,Lambeth,0.0,2.0,0.0,0.0,1.0,1.0,9.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003186,Lambeth 007D,Lambeth,0.0,1.0,8.0,0.0,10.0,4.0,34.0,6.0,4.0,25.0,21.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.16344677,6.307510000000001e-05,0.10554311,7.9404315e-05,6.001416e-10,0.05445837,0.0,1.0
E01003187,Lambeth 007E,Lambeth,0.0,3.0,0.0,0.0,1.0,0.0,8.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01003188,Lambeth 009E,Lambeth,0.0,1.0,4.0,0.0,1.0,2.0,5.0,0.0,0.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9276376000000001,0.0,1.4441537e-09,8.578081e-06,4.4933905000000003e-08,0.29623333,1.0,3.9871235e-08
E01003189,Lewisham 034A,Lewisham,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5962372999999998e-06,4.8804513e-11,3.046228e-20,0.0,7.3973525e-09,9.344535e-08,1.0,0.09846622
