SWI,INTERSECT,ACCOMM,EDU,IMD2019Ind,PARK,SHOP,TRANSPORT,WORK,ENTERTAIN,ATTRACT,DENSITY_R,DEN_0_17,DEN_18_64,DEN_65
5.0,24.0,0.0,2.0,20424.0,1.0,31.0,1.0,22.0,1.0,0.0,0.144754585215914,1364.4799008072353,3848.5330535588687,1093.3332538519514
9.0,54.0,0.0,1.0,10230.0,0.0,12.0,4.0,67.0,3.0,1.0,0.10583284997382,704.992202189489,1984.6419137267128,450.2471207260602
3.0,64.0,0.0,3.0,14037.0,0.0,11.0,4.0,19.0,3.0,2.0,0.067552578351221,742.432890410111,1559.9279296668324,327.5439222397548
1.0,31.0,0.0,4.0,13856.0,0.0,4.0,3.0,15.0,1.0,0.0,0.139295310261562,1871.280311661323,4282.511550255759,1232.4070775038228
28.0,30.0,2.0,1.0,1713.0,0.0,13.0,6.0,13.0,4.0,0.0,0.2009562346125,4293.497774692227,10379.426659207422,1424.2185174949943
5.0,21.0,0.0,2.0,7193.0,0.0,35.0,1.0,43.0,2.0,0.0,0.185609622791211,5373.575492901774,12717.704380358866,1621.5254870326055
8.0,18.0,1.0,5.0,3221.0,1.0,45.0,2.0,35.0,5.0,1.0,0.146213104910266,4690.203982984714,11461.363854024457,1494.6803901819417
2.0,25.0,0.0,1.0,6401.0,0.0,8.0,4.0,18.0,2.0,0.0,0.171271428010898,3252.918903866333,8363.754950902476,1226.100202226541
4.0,25.0,0.0,1.0,3682.0,0.0,10.0,3.0,18.0,3.0,1.0,0.215344675214508,4654.471212940294,10690.962339876707,2112.413858180595
7.0,20.0,0.0,3.0,6182.0,0.0,4.0,0.0,8.0,0.0,0.0,0.202233343930881,5322.656129163827,9940.843064761853,1917.7216935957906
2.0,22.0,0.0,2.0,2844.0,0.0,1.0,2.0,4.0,1.0,2.0,0.150554759953638,4052.0437906582288,9247.210026846187,1524.1632607063063
2.0,14.0,1.0,4.0,18359.0,0.0,0.0,6.0,9.0,2.0,0.0,0.171127286335988,1927.484793382152,6255.871697819265,1465.3393166063142
4.0,12.0,0.0,0.0,10593.0,0.0,21.0,3.0,27.0,1.0,0.0,0.163573480965223,3677.2352516721903,12669.151477771362,2124.0010232305017
1.0,17.0,0.0,0.0,12698.0,0.0,4.0,4.0,12.0,0.0,3.0,0.22176341319745,2598.5435708021814,10152.673951349787,2067.242840712516
19.0,27.0,0.0,3.0,4690.0,0.0,14.0,5.0,29.0,3.0,0.0,0.163686163304772,3078.0059309048684,8249.488654885632,957.4816340424634
1.0,13.0,0.0,0.0,14890.0,0.0,2.0,1.0,8.0,0.0,0.0,0.144567594353144,2428.4645157185187,6725.479476507318,1302.1257456935757
22.0,32.0,0.0,1.0,8193.0,0.0,10.0,5.0,18.0,1.0,1.0,0.157812883409464,2695.019053712015,7638.5140430746005,877.3258907795449
12.0,43.0,0.0,2.0,23043.0,0.0,9.0,5.0,40.0,1.0,0.0,0.143976854994829,973.0216950861699,2675.065761108461,1095.0213571611941
3.0,25.0,0.0,3.0,25022.0,0.0,0.0,0.0,9.0,2.0,2.0,0.095516994775442,889.5890885155434,2031.1864174037619,889.5890885155434
3.0,26.0,0.0,0.0,25260.0,1.0,1.0,0.0,7.0,3.0,0.0,0.112364274122782,1166.0335116131378,3076.3437327665765,1357.4189512092153
5.0,27.0,0.0,4.0,23930.0,0.0,1.0,2.0,7.0,1.0,0.0,0.100891228675273,692.8609367928428,2062.715766024494,949.3781538497351
12.0,45.0,0.0,2.0,19152.0,0.0,6.0,8.0,35.0,3.0,1.0,0.159678220182744,1347.5854090047387,3300.547647900837,1020.01849420051
9.0,45.0,1.0,0.0,13232.0,0.0,6.0,7.0,27.0,1.0,0.0,0.207925145055166,1717.2222874363363,4574.148652546193,1359.467644220433
1.0,11.0,0.0,1.0,6429.0,0.0,4.0,2.0,16.0,1.0,1.0,0.177157975080995,5710.257614907319,15452.09470250824,1967.6309371849318
8.0,19.0,0.0,2.0,7854.0,0.0,30.0,3.0,45.0,5.0,2.0,0.169454702246268,3246.6271930381467,11397.918461120553,1727.4834529801903
4.0,16.0,0.0,1.0,12520.0,0.0,16.0,2.0,44.0,0.0,0.0,0.20014577389635,3562.694415151138,12081.725472556653,2074.745571176251
30.0,25.0,0.0,5.0,6791.0,1.0,34.0,5.0,41.0,6.0,4.0,0.171049920578113,2926.718123320821,15388.572043320622,2041.2460796409548
8.0,23.0,1.0,2.0,6026.0,0.0,4.0,11.0,17.0,2.0,1.0,0.157988579054786,2823.302615873293,8776.637020702408,1847.3461560652408
2.0,15.0,0.0,4.0,3943.0,0.0,2.0,1.0,11.0,2.0,7.0,0.131840302580069,5423.193822771095,11763.707304332971,1893.3477757441715
1.0,25.0,0.0,3.0,3375.0,0.0,0.0,3.0,4.0,0.0,2.0,0.222098785125329,6078.662676722573,9983.12203649007,1582.273618098198
10.0,18.0,0.0,0.0,8467.0,0.0,13.0,1.0,42.0,3.0,1.0,0.196913678095063,3195.1956478512784,10588.001264448354,1427.0481651623356
4.0,22.0,0.0,3.0,13528.0,0.0,5.0,1.0,11.0,0.0,2.0,0.123031782554067,2076.8466651990634,6286.544849490198,1204.1043586996816
3.0,19.0,1.0,3.0,17999.0,0.0,0.0,6.0,7.0,0.0,1.0,0.144319099663415,1703.516763674071,5042.40962047525,1260.6024051188126
28.0,20.0,0.0,1.0,7082.0,0.0,29.0,6.0,52.0,3.0,2.0,0.203402315750474,3804.435714591684,16780.64617895575,1655.4436487817866
2.0,14.0,0.0,1.0,11719.0,0.0,1.0,4.0,9.0,0.0,1.0,0.162466383335478,3080.145537191708,12020.289408372097,1621.5807981315677
8.0,16.0,3.0,1.0,9694.0,0.0,2.0,2.0,17.0,0.0,2.0,0.130701931290588,1603.4692319128678,6385.037552976779,1003.6102386792769
1.0,7.0,0.0,2.0,12685.0,0.0,4.0,0.0,19.0,2.0,0.0,0.12948694021325,1883.8644519172828,10272.39295479424,1617.2798596648372
4.0,14.0,0.0,1.0,15170.0,0.0,0.0,0.0,5.0,0.0,1.0,0.126392867371907,1149.7249514809969,5910.156362158513,812.4089533192168
9.0,30.0,0.0,0.0,10941.0,0.0,1.0,5.0,15.0,0.0,1.0,0.199248883861188,3222.447779321284,11060.834269562245,1707.0263912080316
1.0,38.0,0.0,0.0,23487.0,0.0,2.0,1.0,7.0,1.0,0.0,0.152897481655989,907.0677579266504,2646.694136521691,1150.0323359427175
7.0,32.0,0.0,3.0,25021.0,0.0,5.0,4.0,11.0,3.0,0.0,0.106158146116836,647.1800708328236,2190.4556243572492,880.3745093110475
7.0,31.0,0.0,1.0,16724.0,0.0,8.0,3.0,23.0,4.0,0.0,0.142791819423503,1990.4127972420208,5310.98039360946,848.2146545147594
2.0,25.0,0.0,0.0,11437.0,0.0,5.0,2.0,16.0,2.0,0.0,0.1458599708592,1998.040721982907,5141.624791236014,1475.8860799713739
5.0,15.0,0.0,0.0,19130.0,0.0,0.0,0.0,8.0,0.0,0.0,0.12621386373485,1585.8635819047665,4260.814201985096,1351.8054026477378
1.0,27.0,0.0,2.0,15988.0,0.0,1.0,0.0,5.0,0.0,0.0,0.117142068036083,1555.8678616054399,3712.418884969942,1171.824528677515
28.0,68.0,0.0,2.0,19684.0,1.0,11.0,21.0,37.0,2.0,1.0,0.084829150386547,584.1993698523438,2823.8378922287066,241.6517649282616
3.0,13.0,1.0,1.0,25177.0,0.0,1.0,3.0,10.0,0.0,0.0,0.079584992027035,606.1953338498571,2346.9952084894912,847.6005552944905
6.0,36.0,0.0,4.0,12576.0,1.0,1.0,5.0,9.0,2.0,2.0,0.107867416978951,964.9923678192517,2977.285276007044,817.4052997998367
3.0,18.0,0.0,1.0,21873.0,0.0,1.0,2.0,4.0,0.0,0.0,0.12206992241997,1536.3191065290996,3810.8095555346436,1061.1213048098887
6.0,39.0,0.0,2.0,20580.0,0.0,0.0,3.0,5.0,0.0,0.0,0.151829372586952,1643.4466083989641,4230.274256943827,998.8740425074224
8.0,38.0,0.0,2.0,16668.0,0.0,23.0,7.0,46.0,2.0,1.0,0.130040511748687,1529.95367023819,4914.839236612419,799.665522153135
13.0,15.0,0.0,4.0,17462.0,0.0,5.0,5.0,22.0,5.0,0.0,0.087325896218974,1215.1108273787509,3655.601024339453,1030.2770677211379
4.0,63.0,0.0,5.0,6835.0,0.0,42.0,1.0,96.0,4.0,1.0,0.144872488658766,2114.082265630409,4344.482675174458,631.0259307314976
6.0,46.0,1.0,6.0,8553.0,2.0,4.0,14.0,16.0,0.0,0.0,0.135762781313669,1659.1835952435956,3708.4103503093747,1152.1274874747571
1.0,12.0,0.0,1.0,8541.0,0.0,0.0,0.0,6.0,0.0,0.0,0.173352139111233,2816.554246265714,9193.658200074879,1541.1334555038814
3.0,41.0,1.0,10.0,14258.0,0.0,13.0,5.0,62.0,9.0,8.0,0.101005748684845,1128.7110448051808,2839.6936603431927,611.3851492694729
3.0,17.0,0.0,3.0,18404.0,0.0,2.0,4.0,8.0,1.0,0.0,0.136342035997498,2184.219709946008,5500.09642838772,991.7209267999981
4.0,11.0,0.0,3.0,19625.0,0.0,3.0,0.0,8.0,0.0,1.0,0.128218840563723,2363.6634457346563,5289.85814820529,1181.8317228673282
17.0,26.0,0.0,4.0,13321.0,1.0,27.0,8.0,62.0,7.0,0.0,0.18393959979288,2164.087586354166,7456.311057391964,1064.4699960721186
1.0,7.0,0.0,3.0,19713.0,0.0,0.0,0.0,4.0,0.0,0.0,0.149208247770226,4148.467304833592,11398.215992892296,1741.9535042141054
14.0,31.0,1.0,5.0,13162.0,0.0,38.0,13.0,90.0,8.0,0.0,0.216316266522293,3251.2685562346783,12442.480470741164,1256.023265185228
11.0,25.0,0.0,0.0,18908.0,0.0,4.0,2.0,35.0,0.0,0.0,0.16381646099151,1979.5049304864067,4583.315262126219,1583.6039443891254
25.0,34.0,0.0,4.0,10086.0,1.0,21.0,6.0,43.0,3.0,1.0,0.142134341630342,1814.541778190542,4606.808127830821,825.3145647237488
4.0,74.0,0.0,1.0,15004.0,0.0,5.0,1.0,11.0,2.0,3.0,0.204614455555219,1888.378282377223,4587.527675122928,988.6618181286548
3.0,42.0,0.0,4.0,15271.0,0.0,1.0,3.0,6.0,0.0,0.0,0.163262865645305,1382.6722880495447,4099.567430874661,1091.9756884057051
5.0,55.0,0.0,5.0,13852.0,1.0,24.0,7.0,29.0,4.0,0.0,0.153506187116924,1640.5499113430199,4246.680627647932,881.2096666642507
25.0,28.0,0.0,1.0,13808.0,0.0,9.0,5.0,16.0,2.0,0.0,0.167091354740466,1625.7839975040704,4797.313395712011,1310.6320226032813
12.0,35.0,0.0,3.0,16924.0,1.0,21.0,4.0,48.0,1.0,0.0,0.164774361628936,1906.7038589164551,4597.784797649745,992.9880053000358
8.0,23.0,0.0,2.0,2994.0,0.0,4.0,4.0,16.0,1.0,2.0,0.151586012119839,2989.174280507276,5078.438698397044,815.7077702088517
14.0,35.0,0.0,3.0,2747.0,0.0,3.0,6.0,6.0,0.0,0.0,0.177849605179437,2790.022626635971,5006.822422708552,968.8987667044918
7.0,18.0,1.0,0.0,1969.0,0.0,4.0,2.0,8.0,1.0,1.0,0.212601140186528,4221.633087702306,8264.572711374884,1530.0627857545394
51.0,192.0,1.0,11.0,5250.0,0.0,95.0,40.0,297.0,8.0,4.0,0.108745425487016,525.379746127395,1123.276696649839,169.70012457072667
19.0,65.0,0.0,4.0,1192.0,1.0,21.0,9.0,61.0,1.0,1.0,0.117856295104698,694.2703452162756,1212.8302944210245,162.85353776678068
6.0,21.0,0.0,2.0,4335.0,0.0,3.0,7.0,7.0,1.0,0.0,0.154716612130717,3196.107878339782,6936.397193998808,1448.5956570892538
5.0,35.0,0.0,1.0,4557.0,0.0,0.0,1.0,3.0,1.0,1.0,0.178525139505746,4165.899867602069,7543.432230379046,1427.3601139991154
2.0,24.0,0.0,2.0,3443.0,0.0,2.0,5.0,3.0,0.0,4.0,0.152423051019011,2955.4485780313044,6161.1569146862275,1245.3402274365778
5.0,27.0,0.0,1.0,2954.0,0.0,2.0,2.0,6.0,0.0,2.0,0.209004805498417,2785.041455918019,5547.254703180972,1004.441180822892
3.0,29.0,1.0,0.0,14627.0,0.0,3.0,3.0,11.0,2.0,0.0,0.097419075816998,1685.7917877679033,4655.181383480911,996.9276308373642
1.0,27.0,0.0,2.0,15403.0,0.0,0.0,0.0,10.0,0.0,0.0,0.165094408466524,2744.3706453387013,6921.0223209089145,1332.1215176279097
18.0,63.0,0.0,8.0,12668.0,3.0,26.0,13.0,61.0,19.0,5.0,0.112210526481767,1022.3627102953081,2757.0127854757357,519.1547211724875
2.0,51.0,0.0,1.0,13560.0,0.0,5.0,1.0,10.0,0.0,0.0,0.146198204148876,2064.1456411874437,4710.589177262395,1068.2154485522567
1.0,58.0,0.0,2.0,10807.0,0.0,1.0,1.0,8.0,2.0,1.0,0.130403847336563,1865.9442829677773,4382.88032137394,1148.8089801853853
1.0,6.0,0.0,0.0,11357.0,0.0,0.0,2.0,4.0,0.0,0.0,0.149245746551841,3316.663288827723,8254.43880860366,1497.0475193960544
5.0,33.0,1.0,2.0,12061.0,1.0,1.0,11.0,8.0,0.0,1.0,0.157746953713866,1493.516565455607,4056.0359439117387,822.0129933902953
4.0,40.0,0.0,0.0,10614.0,0.0,0.0,3.0,12.0,0.0,1.0,0.120571978917539,2285.571048453453,5198.197374613817,767.9155212497685
4.0,91.0,3.0,1.0,14567.0,1.0,71.0,7.0,168.0,1.0,1.0,0.123849100442626,661.8792529736344,2162.338554963638,330.9396264868172
4.0,26.0,0.0,2.0,13069.0,0.0,4.0,3.0,17.0,0.0,0.0,0.170541768919342,2117.270756766822,7501.355395858076,1126.0830617707197
5.0,22.0,0.0,3.0,11317.0,0.0,10.0,4.0,18.0,2.0,0.0,0.137228231864752,1319.0297067146898,3821.8977097605693,1085.1851049702573
1.0,66.0,0.0,2.0,14873.0,0.0,2.0,0.0,8.0,1.0,0.0,0.17649570108983,1559.9074292539551,3828.4313431385176,1293.5817706008409
20.0,40.0,0.0,4.0,13624.0,0.0,6.0,12.0,38.0,1.0,0.0,0.119994292774809,708.3073916541031,2381.4565828370323,783.2245196175178
15.0,43.0,0.0,0.0,10660.0,0.0,17.0,3.0,18.0,3.0,1.0,0.187259566743332,1846.1680876077098,5329.766664978037,839.5890046658178
2.0,47.0,0.0,2.0,7963.0,0.0,5.0,1.0,12.0,4.0,4.0,0.062844162761106,693.1550147533093,1713.8098759267602,225.75232131873835
1.0,66.0,0.0,1.0,17826.0,0.0,8.0,0.0,29.0,1.0,0.0,0.232769086234497,2195.581860706748,5499.360253002447,1269.4833507403946
6.0,68.0,0.0,2.0,15459.0,0.0,1.0,2.0,14.0,0.0,0.0,0.19190920610611,1561.040924841307,3777.5674807446194,1273.0819192880563
5.0,32.0,0.0,3.0,12420.0,0.0,6.0,4.0,16.0,2.0,0.0,0.116669038123556,1363.1887106820298,3435.8298566236444,1110.6087860869943
2.0,32.0,0.0,0.0,3361.0,0.0,2.0,2.0,20.0,1.0,2.0,0.135022450452093,2030.4266940277612,4134.776690022552,946.2182651779858
20.0,45.0,0.0,3.0,4522.0,0.0,11.0,5.0,31.0,0.0,1.0,0.202426067308315,2240.159428582472,5828.850473578947,958.1672011362652
19.0,64.0,0.0,0.0,6391.0,0.0,3.0,6.0,40.0,0.0,0.0,0.161871196873759,1261.3889418720696,3535.8843868314348,602.1562595814631
1.0,42.0,0.0,0.0,18148.0,0.0,4.0,0.0,16.0,0.0,0.0,0.267770184149946,2639.445002032325,7304.51058701969,1450.8577178190371
5.0,24.0,2.0,4.0,8671.0,2.0,25.0,5.0,33.0,3.0,1.0,0.108071387333065,2320.446267970336,6173.857038762704,951.9779560903943
7.0,21.0,0.0,1.0,17121.0,0.0,3.0,2.0,8.0,2.0,1.0,0.103607499527763,1957.853453294914,5107.787033394393,1267.0785453783617
1.0,24.0,0.0,2.0,15543.0,0.0,48.0,4.0,31.0,4.0,1.0,0.103258306605367,1805.351633468278,5321.405397290963,1156.8272602806442
19.0,34.0,1.0,2.0,11067.0,0.0,51.0,10.0,49.0,5.0,1.0,0.180222620150244,3396.8854400327723,9170.390375212148,1434.373887222319
14.0,28.0,0.0,3.0,12873.0,0.0,17.0,2.0,28.0,1.0,0.0,0.171801647778049,4144.367179950535,10676.509128809352,1411.2284793797078
23.0,43.0,1.0,3.0,8174.0,3.0,47.0,5.0,59.0,10.0,0.0,0.151600513427068,3080.8361557758235,8900.674118582681,1042.8111145252435
9.0,31.0,0.0,5.0,15999.0,0.0,10.0,5.0,28.0,2.0,0.0,0.140734730997228,2089.559711177277,7086.739423142622,1360.3173958670866
1.0,6.0,0.0,1.0,11819.0,0.0,0.0,0.0,7.0,0.0,0.0,0.16944967101674,5291.1165271318805,16872.46998944448,2772.207329374948
16.0,44.0,0.0,2.0,8516.0,0.0,24.0,4.0,50.0,3.0,2.0,0.181014492258747,1976.0692847100072,5242.985930535308,564.0968360905975
1.0,7.0,0.0,2.0,12728.0,0.0,2.0,1.0,9.0,0.0,0.0,0.122026578175376,3417.647402225844,15353.600263171693,1827.56371659811
14.0,26.0,1.0,2.0,9599.0,0.0,41.0,8.0,79.0,4.0,1.0,0.188369601972235,5055.227036750494,14975.81342812001,1352.807235186752
4.0,10.0,0.0,1.0,7673.0,0.0,3.0,1.0,13.0,1.0,0.0,0.159120492911814,5063.3090667575725,12681.16285254835,1611.469070071126
10.0,37.0,1.0,2.0,9415.0,0.0,43.0,8.0,98.0,7.0,0.0,0.196515669401063,2305.099919662282,12123.817883469654,1316.3002273481338
13.0,57.0,0.0,5.0,2011.0,2.0,1.0,15.0,15.0,9.0,7.0,0.133561533781188,1013.6021215823619,2629.792446029839,433.6545159347218
8.0,19.0,0.0,3.0,10775.0,0.0,10.0,2.0,31.0,0.0,3.0,0.182923582333063,3170.877509761373,12094.158460006074,2066.8808898706334
14.0,77.0,0.0,1.0,31081.0,0.0,3.0,2.0,11.0,4.0,3.0,0.103114495450978,395.43209339836034,1090.0059977117141,395.43209339836034
4.0,48.0,0.0,1.0,26185.0,0.0,5.0,3.0,20.0,4.0,1.0,0.125762608819183,1008.9602397220209,3114.7396164452275,1108.1557689081747
3.0,64.0,0.0,5.0,28453.0,0.0,3.0,1.0,26.0,3.0,0.0,0.15905330107356,1814.1916445968563,3904.4559307627997,875.5446632619612
10.0,46.0,0.0,3.0,28942.0,0.0,7.0,6.0,27.0,6.0,1.0,0.140395063621462,1162.9864331961064,2889.130711295733,751.7502394758617
5.0,83.0,0.0,3.0,25707.0,1.0,0.0,9.0,12.0,2.0,2.0,0.107337214680447,486.8626730711989,1372.1747008592629,476.2530748686788
5.0,90.0,1.0,0.0,22579.0,1.0,0.0,8.0,10.0,2.0,0.0,0.099743781271635,524.5111725929124,1194.8454944627338,505.29416842463763
3.0,49.0,1.0,0.0,24779.0,1.0,3.0,10.0,26.0,2.0,0.0,0.147899886478531,1078.7966479430886,3211.951184814374,1511.7118076354607
5.0,66.0,0.0,4.0,24777.0,0.0,0.0,9.0,11.0,1.0,1.0,0.126551258946859,668.5226637040226,1670.3028714767172,841.1741624383949
2.0,39.0,0.0,2.0,27153.0,0.0,1.0,4.0,18.0,0.0,1.0,0.036213539794066,280.20854194449356,654.1354813636657,206.36980454020133
22.0,52.0,0.0,3.0,28540.0,0.0,3.0,7.0,37.0,1.0,7.0,0.03084867711888,80.3729629923323,266.93210336869487,94.74623009680049
1.0,36.0,0.0,3.0,21964.0,0.0,7.0,3.0,34.0,4.0,0.0,0.140846847535048,1107.065216738215,2961.885009694347,870.7618225221631
4.0,65.0,0.0,6.0,28425.0,0.0,3.0,12.0,44.0,3.0,1.0,0.041117973115318,94.6017948133472,286.1127452891476,187.81917311723078
5.0,77.0,0.0,2.0,5014.0,1.0,3.0,12.0,11.0,5.0,7.0,0.084203690828896,915.1095774950188,1726.641991609621,262.68022877920026
5.0,69.0,0.0,4.0,15994.0,0.0,1.0,7.0,14.0,2.0,1.0,0.11422635123768,857.6542720255999,2294.129028086414,451.903035708556
1.0,39.0,0.0,1.0,16476.0,0.0,4.0,11.0,13.0,1.0,0.0,0.13662105957142,1399.5030611519524,3105.0477939908924,965.9440262620537
3.0,41.0,0.0,3.0,15225.0,0.0,2.0,4.0,34.0,3.0,2.0,0.056932766527595,530.6204774423477,1213.2026878611423,364.9572767385161
7.0,82.0,1.0,7.0,23013.0,0.0,15.0,6.0,51.0,4.0,3.0,0.083670725540695,487.9750112761299,1318.3676955015246,381.7897398737447
23.0,116.0,0.0,3.0,29934.0,3.0,12.0,20.0,39.0,5.0,27.0,0.05609998319306,106.90533831771063,335.84412886601547,181.20118664542778
16.0,56.0,1.0,0.0,28484.0,0.0,1.0,11.0,13.0,2.0,18.0,0.089255890082991,320.5068999287681,848.4006174585038,378.00960844540003
11.0,44.0,0.0,5.0,22745.0,1.0,11.0,5.0,46.0,6.0,2.0,0.080374501890246,658.6621652091872,1948.839898796814,405.7701842069613
5.0,23.0,0.0,1.0,26111.0,0.0,9.0,0.0,35.0,1.0,0.0,0.162302760572957,2158.189782528537,6341.132882536803,1200.9281854392664
11.0,56.0,0.0,5.0,29576.0,0.0,1.0,11.0,16.0,7.0,0.0,0.123768205154872,830.6930813147122,2863.1084117770106,707.0166920370875
15.0,42.0,0.0,6.0,23784.0,0.0,6.0,5.0,35.0,0.0,0.0,0.11711730663012,1486.516965468159,4407.594963630833,990.0491634088904
3.0,58.0,2.0,0.0,27582.0,0.0,2.0,2.0,16.0,1.0,0.0,0.147900044148261,1082.1755543958966,3137.0931801588913,1073.05609747683
2.0,29.0,0.0,0.0,26712.0,0.0,3.0,12.0,14.0,2.0,1.0,0.085942402618272,777.8098421885926,2084.6990079255233,459.5190937591143
12.0,52.0,1.0,6.0,21905.0,0.0,3.0,2.0,17.0,1.0,0.0,0.194147019413034,1809.7752381112002,5929.2636254140425,1309.8373270307582
29.0,85.0,3.0,10.0,24305.0,6.0,92.0,17.0,185.0,12.0,1.0,0.146572669363099,739.9656325748734,2791.7672929230002,509.48453390401124
5.0,71.0,0.0,8.0,13716.0,5.0,131.0,14.0,161.0,5.0,3.0,0.178432233115943,1362.6892258006774,4541.276678342482,633.8801567207646
5.0,43.0,0.0,6.0,20694.0,1.0,38.0,3.0,57.0,10.0,6.0,0.119995408597958,1207.810637343868,3488.0738233637567,445.11986850388234
5.0,60.0,0.0,1.0,25871.0,0.0,7.0,2.0,50.0,3.0,0.0,0.169633978283024,1605.533954591179,3978.492944081286,865.0361138992306
4.0,29.0,0.0,4.0,25999.0,0.0,10.0,2.0,71.0,3.0,0.0,0.131214218535948,1615.0691584117321,3893.9591149842186,636.4467446283521
17.0,140.0,0.0,5.0,25580.0,3.0,10.0,21.0,35.0,7.0,12.0,0.037210020264019,41.91069338687608,104.29221678063672,51.479897946307325
4.0,38.0,0.0,2.0,31181.0,0.0,5.0,21.0,15.0,1.0,0.0,0.178870372524495,1267.251586307674,2976.6486436622563,1288.140348719339
3.0,51.0,0.0,3.0,21817.0,1.0,0.0,3.0,6.0,1.0,0.0,0.17233712418701,1504.4992647208248,4005.4850554255727,875.3450267466617
1.0,36.0,0.0,5.0,21456.0,2.0,6.0,11.0,17.0,7.0,1.0,0.056323363817382,350.25522495046476,871.5653272023194,204.5418109529846
3.0,64.0,0.0,1.0,27949.0,0.0,0.0,11.0,7.0,2.0,1.0,0.166335291017677,711.9935261600536,1809.274688311782,912.5233484013346
12.0,54.0,0.0,5.0,28847.0,0.0,12.0,9.0,37.0,3.0,1.0,0.090106609718345,563.9304750947374,1562.9924896144264,696.2104630799226
1.0,33.0,0.0,2.0,32463.0,0.0,1.0,4.0,9.0,3.0,1.0,0.058038825086803,315.0170946266786,850.8709153834,313.9345616554529
2.0,55.0,0.0,1.0,20929.0,0.0,4.0,2.0,27.0,2.0,0.0,0.160773564422512,1458.1768029696022,3939.1311381629534,1207.616845276234
14.0,63.0,0.0,3.0,28643.0,2.0,30.0,8.0,78.0,3.0,2.0,0.163969995013597,1069.2492653599134,2762.463619258768,867.8787140587094
16.0,126.0,0.0,8.0,22520.0,1.0,19.0,13.0,62.0,16.0,27.0,0.055953182547498,125.50223265996138,285.84538364044937,201.17820578626646
6.0,68.0,0.0,1.0,27349.0,1.0,2.0,5.0,17.0,4.0,1.0,0.080803948279928,544.4629594150051,1189.4271461055398,430.30137115056857
8.0,56.0,0.0,3.0,27622.0,0.0,0.0,2.0,10.0,3.0,5.0,0.083228275878821,455.3071164123205,1236.211763747405,484.4255947875271
21.0,112.0,0.0,6.0,27929.0,2.0,6.0,7.0,26.0,4.0,13.0,0.064305428537606,148.8160522711349,416.097514573897,199.72680699547055
10.0,69.0,0.0,2.0,31919.0,1.0,4.0,6.0,18.0,2.0,7.0,0.143886249547108,652.7622134465556,2237.762677833252,529.6364067186124
4.0,39.0,0.0,2.0,19941.0,1.0,0.0,10.0,12.0,0.0,5.0,0.058389193788717,180.10875717835563,527.0829805660702,271.04602183213325
18.0,20.0,0.0,0.0,14234.0,0.0,6.0,7.0,19.0,1.0,0.0,0.15526707345245,2597.8485249130763,8005.764186633536,1039.1394099652305
3.0,8.0,0.0,0.0,24366.0,0.0,2.0,4.0,17.0,0.0,0.0,0.135039579841366,2414.836779882335,7416.998681067173,998.9949773917995
21.0,36.0,0.0,4.0,23918.0,0.0,8.0,5.0,25.0,2.0,0.0,0.160190974707444,1842.0321498384694,4720.997729563125,910.4781335586027
4.0,62.0,0.0,5.0,24111.0,0.0,4.0,7.0,27.0,0.0,4.0,0.183991226139961,938.4493442919377,2863.7841280650746,566.0968625244915
13.0,20.0,0.0,2.0,17604.0,0.0,3.0,4.0,13.0,2.0,1.0,0.178574882378812,2200.355091740832,5869.829444130377,1229.8057159276555
5.0,22.0,0.0,1.0,17373.0,0.0,1.0,6.0,11.0,1.0,0.0,0.088799971194705,949.5479920389093,2962.7239468917205,637.5057190367236
2.0,18.0,0.0,2.0,32027.0,0.0,3.0,1.0,14.0,1.0,0.0,0.172375133495712,3092.8966035969065,6070.050714751517,1080.2632627947617
1.0,42.0,0.0,0.0,27232.0,0.0,4.0,1.0,19.0,3.0,1.0,0.169763739749475,1736.2640180296767,4313.20088177202,1132.1624253818816
4.0,58.0,1.0,3.0,17782.0,1.0,2.0,8.0,10.0,0.0,1.0,0.157434457582505,811.2762372800762,3455.877697041109,1248.7291103232546
8.0,78.0,1.0,3.0,24099.0,0.0,2.0,6.0,17.0,18.0,2.0,0.119147840650044,667.6383343713213,2709.0709336990153,579.598114454224
6.0,94.0,0.0,2.0,22423.0,0.0,3.0,6.0,12.0,2.0,0.0,0.189066942013947,993.4439316473248,5203.924710542485,1172.7659409699465
6.0,79.0,0.0,6.0,28325.0,0.0,1.0,4.0,5.0,7.0,0.0,0.1340697411841,788.1828952788144,3361.613973856993,930.2229223431945
10.0,78.0,0.0,0.0,26931.0,0.0,1.0,6.0,10.0,0.0,0.0,0.135334156348255,624.0435392845121,3015.0149541677006,781.8476526668026
25.0,120.0,0.0,10.0,24549.0,7.0,66.0,17.0,161.0,15.0,5.0,0.244980656071235,1344.2498972131373,5028.716660938236,934.8647012436818
2.0,82.0,0.0,2.0,28816.0,0.0,7.0,6.0,32.0,2.0,0.0,0.179684335278205,965.717587673146,3704.6640564662666,1259.058424884443
9.0,57.0,0.0,3.0,27657.0,0.0,2.0,6.0,10.0,1.0,1.0,0.137120655923403,761.8285416389036,2307.89234672962,1078.0122827766186
3.0,81.0,0.0,3.0,26511.0,0.0,1.0,9.0,9.0,1.0,2.0,0.162506766714879,934.0372089966337,3784.628275899855,924.3413210139696
13.0,57.0,0.0,1.0,10496.0,1.0,29.0,6.0,29.0,0.0,1.0,0.155443818473876,1628.9600741098488,3674.4972394823576,695.2528005900942
