SWI,WORK,ATTRACT,EDU,FOOD,SHOP,TRANSPORT,ACCOMM,PARK,ENTERTAIN,WORKs,ATTRACTs,EDUs,FOODs,SHOPs,TRANSPORTs,ENTERTAINs,ACCOMMs,PARKs
1.0,20.0,0.0,1.0,0.0,11.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,9.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,20.0,0.0,1.0,2.0,10.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,16.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,22.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
8.0,9.0,1.0,3.0,2.0,9.0,2.0,0.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0
22.0,43.0,1.0,2.0,18.0,29.0,2.0,0.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
9.0,37.0,0.0,3.0,8.0,7.0,7.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0
1.0,19.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
8.0,51.0,0.0,5.0,6.0,17.0,7.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0
6.0,35.0,3.0,4.0,12.0,13.0,4.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0
12.0,60.0,2.0,7.0,2.0,17.0,10.0,0.0,0.0,5.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0
1.0,20.0,2.0,2.0,2.0,7.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,24.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,10.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,34.0,1.0,1.0,1.0,17.0,12.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0
4.0,7.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
5.0,9.0,1.0,5.0,0.0,0.0,5.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
8.0,2.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0
17.0,55.0,0.0,3.0,13.0,21.0,8.0,0.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
17.0,80.0,10.0,2.0,6.0,22.0,11.0,1.0,2.0,15.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0
17.0,35.0,3.0,2.0,2.0,17.0,6.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
17.0,26.0,0.0,4.0,4.0,6.0,11.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0
6.0,11.0,2.0,5.0,3.0,2.0,13.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0
18.0,25.0,2.0,7.0,7.0,4.0,13.0,0.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0
13.0,36.0,2.0,2.0,8.0,10.0,5.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
16.0,91.0,1.0,5.0,22.0,19.0,10.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
7.0,13.0,2.0,2.0,1.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,14.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
6.0,14.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
5.0,110.0,3.0,11.0,15.0,16.0,4.0,0.0,0.0,12.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0
26.0,84.0,1.0,7.0,8.0,15.0,16.0,1.0,0.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0
6.0,74.0,3.0,3.0,28.0,66.0,6.0,0.0,3.0,9.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0
9.0,17.0,3.0,1.0,4.0,3.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
9.0,54.0,3.0,5.0,37.0,28.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
12.0,75.0,4.0,4.0,23.0,33.0,4.0,0.0,0.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0
11.0,30.0,4.0,3.0,3.0,4.0,2.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
15.0,13.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
3.0,16.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,5.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
15.0,341.0,6.0,14.0,14.0,39.0,5.0,4.0,1.0,11.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0
14.0,46.0,4.0,6.0,14.0,9.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0
3.0,40.0,9.0,1.0,12.0,10.0,5.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0
28.0,373.0,9.0,22.0,54.0,47.0,23.0,6.0,1.0,19.0,3.0,2.0,5.0,3.0,2.0,4.0,4.0,2.0,2.0
12.0,104.0,15.0,7.0,24.0,22.0,5.0,1.0,0.0,9.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0
33.0,69.0,1.0,6.0,12.0,10.0,7.0,0.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0
5.0,135.0,5.0,7.0,3.0,25.0,3.0,0.0,1.0,11.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0
10.0,29.0,1.0,6.0,5.0,9.0,7.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
14.0,111.0,4.0,9.0,48.0,22.0,3.0,3.0,0.0,14.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0
6.0,37.0,0.0,1.0,10.0,10.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
5.0,24.0,6.0,1.0,5.0,6.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
6.0,28.0,2.0,4.0,18.0,19.0,4.0,0.0,0.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
5.0,17.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
10.0,33.0,6.0,4.0,3.0,10.0,7.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0
9.0,2.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,11.0,1.0,1.0,5.0,6.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
3.0,14.0,5.0,3.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
3.0,18.0,2.0,2.0,8.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,10.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
5.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,36.0,10.0,4.0,5.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0
52.0,600.0,16.0,24.0,91.0,67.0,15.0,3.0,0.0,26.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,1.0
3.0,12.0,1.0,2.0,0.0,3.0,4.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
24.0,108.0,9.0,2.0,40.0,23.0,9.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
17.0,30.0,4.0,0.0,7.0,7.0,7.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
20.0,38.0,3.0,0.0,5.0,0.0,9.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0
1.0,27.0,7.0,2.0,3.0,11.0,4.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0
13.0,78.0,1.0,2.0,26.0,28.0,1.0,1.0,0.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0
31.0,62.0,2.0,5.0,27.0,83.0,6.0,2.0,1.0,10.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0
6.0,8.0,2.0,1.0,3.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
3.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
26.0,70.0,3.0,4.0,19.0,69.0,12.0,0.0,1.0,6.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0
7.0,58.0,1.0,4.0,23.0,53.0,7.0,0.0,0.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
3.0,13.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,47.0,1.0,4.0,0.0,12.0,6.0,2.0,0.0,8.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0
3.0,21.0,2.0,4.0,4.0,15.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0
5.0,47.0,6.0,3.0,17.0,12.0,0.0,0.0,0.0,7.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0
3.0,4.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,28.0,1.0,2.0,16.0,17.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0
2.0,17.0,5.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,16.0,0.0,2.0,7.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
13.0,35.0,1.0,6.0,24.0,20.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
16.0,13.0,0.0,0.0,9.0,8.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
6.0,11.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
10.0,14.0,3.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,11.0,2.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
1.0,7.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,4.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
8.0,18.0,4.0,4.0,7.0,9.0,7.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
1.0,20.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,15.0,0.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
10.0,9.0,2.0,1.0,5.0,11.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
8.0,12.0,4.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
6.0,111.0,3.0,3.0,8.0,18.0,8.0,2.0,0.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0
8.0,16.0,2.0,10.0,3.0,8.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0
9.0,5.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,18.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
25.0,64.0,4.0,6.0,37.0,31.0,19.0,2.0,0.0,6.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0
8.0,45.0,4.0,1.0,6.0,17.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
20.0,49.0,0.0,2.0,13.0,17.0,4.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
3.0,9.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,24.0,1.0,2.0,6.0,8.0,5.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0
8.0,14.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
14.0,19.0,2.0,2.0,6.0,6.0,5.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
2.0,11.0,1.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,19.0,4.0,0.0,6.0,8.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,39.0,0.0,2.0,18.0,24.0,3.0,0.0,0.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
1.0,11.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,3.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
3.0,5.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
15.0,11.0,7.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
11.0,23.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
13.0,23.0,3.0,1.0,7.0,8.0,5.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
1.0,9.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
3.0,12.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
10.0,10.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0
2.0,26.0,2.0,0.0,8.0,9.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
16.0,36.0,5.0,5.0,13.0,20.0,9.0,0.0,0.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0
8.0,40.0,3.0,2.0,13.0,26.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
7.0,32.0,9.0,2.0,5.0,13.0,5.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
23.0,142.0,5.0,8.0,78.0,67.0,11.0,3.0,2.0,11.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0
34.0,59.0,2.0,7.0,40.0,19.0,10.0,1.0,0.0,6.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0
4.0,7.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
12.0,22.0,6.0,3.0,12.0,16.0,6.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
5.0,52.0,2.0,2.0,7.0,6.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
8.0,27.0,0.0,2.0,6.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,4.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,45.0,3.0,3.0,14.0,22.0,4.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
5.0,33.0,4.0,1.0,6.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
10.0,94.0,12.0,5.0,29.0,41.0,5.0,1.0,0.0,9.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0
4.0,28.0,2.0,1.0,5.0,14.0,4.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
16.0,56.0,0.0,5.0,26.0,19.0,5.0,0.0,0.0,9.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0
4.0,29.0,4.0,2.0,2.0,6.0,2.0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
2.0,17.0,1.0,2.0,9.0,6.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
2.0,14.0,3.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
1.0,20.0,0.0,1.0,5.0,6.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
1.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
4.0,16.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
10.0,43.0,1.0,5.0,5.0,15.0,3.0,2.0,0.0,7.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0
49.0,27.0,3.0,4.0,8.0,13.0,6.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0
9.0,7.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
9.0,30.0,0.0,4.0,7.0,19.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
19.0,60.0,7.0,4.0,15.0,18.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
23.0,96.0,5.0,3.0,33.0,150.0,7.0,6.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0
38.0,92.0,15.0,2.0,35.0,157.0,5.0,2.0,0.0,7.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0
25.0,56.0,9.0,8.0,23.0,21.0,8.0,4.0,1.0,10.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0
31.0,103.0,11.0,5.0,58.0,64.0,17.0,5.0,0.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0
8.0,29.0,9.0,1.0,11.0,19.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
7.0,10.0,3.0,2.0,1.0,10.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,16.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,28.0,12.0,3.0,4.0,9.0,2.0,0.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0
17.0,130.0,13.0,6.0,28.0,60.0,2.0,1.0,1.0,8.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0
21.0,74.0,14.0,8.0,20.0,55.0,10.0,1.0,1.0,8.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0
8.0,30.0,9.0,3.0,10.0,7.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0
5.0,25.0,1.0,0.0,5.0,14.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
2.0,21.0,6.0,2.0,13.0,26.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0
12.0,40.0,3.0,6.0,24.0,38.0,6.0,0.0,0.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
5.0,22.0,6.0,2.0,6.0,45.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
18.0,24.0,1.0,1.0,15.0,48.0,4.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
8.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
42.0,50.0,3.0,6.0,30.0,12.0,12.0,10.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0
3.0,22.0,3.0,4.0,5.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0
4.0,12.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
2.0,16.0,1.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,14.0,1.0,0.0,2.0,0.0,2.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
23.0,24.0,13.0,1.0,6.0,16.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
13.0,65.0,3.0,3.0,5.0,17.0,0.0,0.0,0.0,6.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0
9.0,57.0,0.0,2.0,7.0,25.0,3.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
16.0,23.0,20.0,3.0,6.0,14.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0
3.0,29.0,8.0,1.0,3.0,17.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
5.0,22.0,2.0,2.0,3.0,6.0,1.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
6.0,10.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
4.0,31.0,1.0,2.0,11.0,11.0,2.0,7.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
14.0,72.0,1.0,3.0,29.0,22.0,3.0,12.0,0.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0
20.0,27.0,0.0,1.0,12.0,6.0,1.0,8.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
22.0,111.0,7.0,5.0,13.0,23.0,13.0,1.0,0.0,9.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0
13.0,46.0,6.0,2.0,5.0,9.0,9.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0
1.0,25.0,3.0,12.0,19.0,42.0,0.0,0.0,0.0,6.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0
6.0,30.0,2.0,2.0,10.0,25.0,2.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
1.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,36.0,1.0,1.0,7.0,16.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
