code,lsoa,borough,ACCOMM,EDU,FOOD,PARK,SHOP,TRANSPORT,WORK,ENTERTAIN,ATTRACT,SWI,count,WORKs,EDU_jnb,FOOD_jnb,SHOP_jnb,TRANSPORT_jnb,WORK_jnb,ENTERTAIN_jnb,ATTRACT_jnb,ACCOMM_jnb,PARK_jnb
E01000665,Bromley 033A,Bromley,1.0,7.0,6.0,0.0,15.0,6.0,51.0,4.0,3.0,10.0,6.0,51.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0
E01000666,Bromley 033B,Bromley,0.0,3.0,4.0,3.0,12.0,20.0,39.0,5.0,27.0,5.0,5.0,39.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0
E01000667,Bromley 033C,Bromley,1.0,0.0,2.0,0.0,1.0,11.0,13.0,2.0,18.0,6.0,6.0,13.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0
E01000668,Bromley 020B,Bromley,0.0,5.0,11.0,1.0,11.0,5.0,46.0,6.0,2.0,4.0,4.0,46.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
E01000669,Bromley 020C,Bromley,0.0,1.0,7.0,0.0,9.0,0.0,35.0,1.0,0.0,0.0,0.0,35.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01000670,Bromley 018A,Bromley,0.0,5.0,3.0,0.0,1.0,11.0,16.0,7.0,0.0,8.0,8.0,16.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0
E01000671,Bromley 020D,Bromley,0.0,6.0,2.0,0.0,6.0,5.0,35.0,0.0,0.0,2.0,2.0,35.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000672,Bromley 011A,Bromley,2.0,0.0,0.0,0.0,2.0,2.0,16.0,1.0,0.0,2.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
E01000673,Bromley 011B,Bromley,0.0,0.0,0.0,0.0,3.0,12.0,14.0,2.0,1.0,0.0,0.0,14.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0
E01000674,Bromley 008A,Bromley,1.0,6.0,1.0,0.0,3.0,2.0,17.0,1.0,0.0,13.0,11.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
E01000675,Bromley 018B,Bromley,3.0,10.0,49.0,6.0,92.0,17.0,185.0,12.0,1.0,15.0,13.0,185.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0
E01000676,Bromley 008B,Bromley,0.0,8.0,55.0,5.0,131.0,14.0,161.0,5.0,3.0,8.0,6.0,161.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0
E01000677,Bromley 018C,Bromley,0.0,6.0,8.0,1.0,38.0,3.0,57.0,10.0,6.0,6.0,4.0,57.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0
E01000678,Bromley 016E,Bromley,0.0,1.0,6.0,0.0,7.0,2.0,50.0,3.0,0.0,1.0,1.0,50.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
E01000679,Bromley 020E,Bromley,0.0,4.0,7.0,0.0,10.0,2.0,71.0,3.0,0.0,2.0,2.0,71.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
E01000680,Bromley 037A,Bromley,0.0,5.0,6.0,3.0,10.0,21.0,35.0,7.0,12.0,27.0,17.0,35.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0
E01000682,Bromley 035B,Bromley,0.0,2.0,2.0,0.0,5.0,21.0,15.0,1.0,0.0,1.0,1.0,15.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0
E01000683,Bromley 035C,Bromley,0.0,3.0,0.0,1.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
E01000685,Bromley 037B,Bromley,0.0,5.0,3.0,2.0,6.0,11.0,17.0,7.0,1.0,3.0,1.0,17.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0
E01000686,Bromley 037C,Bromley,0.0,1.0,1.0,0.0,0.0,11.0,7.0,2.0,1.0,7.0,7.0,7.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0
E01000687,Bromley 037D,Bromley,0.0,5.0,9.0,0.0,12.0,9.0,37.0,3.0,1.0,5.0,5.0,37.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0
E01000688,Bromley 037E,Bromley,0.0,2.0,0.0,0.0,1.0,4.0,9.0,3.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01000691,Bromley 002C,Bromley,0.0,1.0,0.0,0.0,4.0,2.0,27.0,2.0,0.0,4.0,4.0,27.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
E01000692,Bromley 002D,Bromley,0.0,3.0,24.0,2.0,30.0,8.0,78.0,3.0,2.0,4.0,4.0,78.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0
E01000693,Bromley 010A,Bromley,0.0,8.0,8.0,1.0,19.0,13.0,62.0,16.0,27.0,9.0,9.0,62.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0
E01000694,Bromley 007C,Bromley,0.0,1.0,0.0,1.0,2.0,5.0,17.0,4.0,1.0,5.0,5.0,17.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
E01000695,Bromley 007D,Bromley,0.0,3.0,0.0,0.0,0.0,2.0,10.0,3.0,5.0,0.0,0.0,10.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
E01000696,Bromley 007E,Bromley,0.0,6.0,5.0,2.0,6.0,7.0,26.0,4.0,13.0,13.0,11.0,26.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
E01000697,Bromley 007F,Bromley,0.0,2.0,7.0,1.0,4.0,6.0,18.0,2.0,7.0,4.0,4.0,18.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
E01000698,Bromley 010B,Bromley,0.0,2.0,0.0,1.0,0.0,10.0,12.0,0.0,5.0,3.0,1.0,12.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0
E01000699,Bromley 015A,Bromley,0.0,0.0,4.0,0.0,6.0,7.0,19.0,1.0,0.0,11.0,5.0,19.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000702,Bromley 013B,Bromley,0.0,0.0,0.0,0.0,2.0,4.0,17.0,0.0,0.0,2.0,2.0,17.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000703,Bromley 013C,Bromley,0.0,4.0,10.0,0.0,8.0,5.0,25.0,2.0,0.0,12.0,8.0,25.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01000704,Bromley 015C,Bromley,0.0,5.0,3.0,0.0,4.0,7.0,27.0,0.0,4.0,11.0,7.0,27.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0
E01000705,Bromley 015D,Bromley,0.0,2.0,0.0,0.0,3.0,4.0,13.0,2.0,1.0,5.0,3.0,13.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01000706,Bromley 013D,Bromley,0.0,1.0,0.0,0.0,1.0,6.0,11.0,1.0,0.0,0.0,0.0,11.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000707,Bromley 041A,Bromley,0.0,2.0,1.0,0.0,3.0,1.0,14.0,1.0,0.0,1.0,1.0,14.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01000708,Bromley 041B,Bromley,0.0,0.0,4.0,0.0,4.0,1.0,19.0,3.0,1.0,0.0,0.0,19.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
E01000709,Bromley 006A,Bromley,1.0,3.0,1.0,1.0,2.0,8.0,10.0,0.0,1.0,5.0,3.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0
E01000710,Bromley 006B,Bromley,1.0,3.0,0.0,0.0,2.0,6.0,17.0,18.0,2.0,12.0,6.0,17.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0
E01000711,Bromley 006C,Bromley,0.0,2.0,0.0,0.0,3.0,6.0,12.0,2.0,0.0,2.0,2.0,12.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01000712,Bromley 012A,Bromley,0.0,6.0,0.0,0.0,1.0,4.0,5.0,7.0,0.0,4.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0
E01000713,Bromley 012B,Bromley,0.0,0.0,0.0,0.0,1.0,6.0,10.0,0.0,0.0,2.0,2.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000714,Bromley 006D,Bromley,0.0,10.0,63.0,7.0,66.0,17.0,161.0,15.0,5.0,12.0,12.0,161.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0
E01000715,Bromley 012C,Bromley,0.0,2.0,7.0,0.0,7.0,6.0,32.0,2.0,0.0,0.0,0.0,32.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01000716,Bromley 011C,Bromley,0.0,3.0,0.0,0.0,2.0,6.0,10.0,1.0,1.0,8.0,8.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000717,Bromley 011D,Bromley,0.0,3.0,0.0,0.0,1.0,9.0,9.0,1.0,2.0,5.0,5.0,9.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
E01000719,Bromley 019A,Bromley,0.0,1.0,6.0,1.0,29.0,6.0,29.0,0.0,1.0,8.0,8.0,29.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
E01000720,Bromley 019B,Bromley,0.0,3.0,4.0,0.0,5.0,9.0,32.0,2.0,11.0,3.0,3.0,32.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0
E01000721,Bromley 019C,Bromley,1.0,1.0,1.0,0.0,5.0,11.0,16.0,1.0,0.0,1.0,1.0,16.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0
E01000722,Bromley 023A,Bromley,0.0,5.0,9.0,1.0,50.0,13.0,136.0,0.0,2.0,14.0,14.0,136.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0
E01000724,Bromley 019D,Bromley,0.0,2.0,0.0,0.0,1.0,7.0,12.0,1.0,2.0,4.0,2.0,12.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000725,Bromley 023B,Bromley,0.0,2.0,4.0,1.0,3.0,5.0,18.0,2.0,0.0,4.0,4.0,18.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
E01000726,Bromley 029B,Bromley,0.0,2.0,0.0,1.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
E01000727,Bromley 028A,Bromley,0.0,2.0,7.0,0.0,10.0,8.0,39.0,5.0,1.0,3.0,3.0,39.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0
E01000729,Bromley 014A,Bromley,0.0,3.0,9.0,0.0,16.0,2.0,25.0,2.0,2.0,2.0,2.0,25.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
E01000730,Bromley 014B,Bromley,0.0,1.0,7.0,1.0,13.0,8.0,54.0,0.0,0.0,3.0,3.0,54.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
E01000733,Bromley 023E,Bromley,0.0,2.0,0.0,0.0,1.0,15.0,24.0,1.0,1.0,1.0,1.0,24.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
E01000734,Bromley 028B,Bromley,0.0,1.0,0.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000735,Bromley 014C,Bromley,0.0,2.0,1.0,0.0,1.0,8.0,12.0,4.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0
E01000736,Bromley 010C,Bromley,0.0,0.0,0.0,0.0,1.0,7.0,10.0,0.0,1.0,6.0,4.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000737,Bromley 010D,Bromley,0.0,1.0,2.0,1.0,0.0,6.0,12.0,1.0,2.0,0.0,0.0,12.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
E01000738,Bromley 014D,Bromley,0.0,1.0,1.0,0.0,5.0,6.0,27.0,4.0,1.0,7.0,7.0,27.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01000739,Bromley 014E,Bromley,0.0,0.0,0.0,0.0,2.0,5.0,8.0,0.0,2.0,4.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000740,Bromley 005A,Bromley,0.0,3.0,9.0,4.0,13.0,11.0,35.0,13.0,23.0,8.0,6.0,35.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0
E01000741,Bromley 005B,Bromley,0.0,2.0,4.0,1.0,2.0,5.0,16.0,0.0,1.0,4.0,4.0,16.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
E01000742,Bromley 005C,Bromley,0.0,2.0,0.0,2.0,0.0,8.0,6.0,0.0,13.0,1.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0
E01000743,Bromley 009A,Bromley,0.0,4.0,8.0,0.0,8.0,12.0,37.0,6.0,3.0,10.0,6.0,37.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0
E01000744,Bromley 009B,Bromley,0.0,0.0,3.0,0.0,3.0,1.0,10.0,1.0,0.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01000745,Bromley 005D,Bromley,0.0,1.0,1.0,1.0,0.0,11.0,8.0,7.0,4.0,8.0,6.0,8.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0
E01000746,Bromley 005E,Bromley,0.0,3.0,9.0,0.0,10.0,3.0,21.0,2.0,4.0,6.0,6.0,21.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
E01000747,Bromley 042B,Bromley,0.0,1.0,6.0,2.0,14.0,26.0,53.0,13.0,5.0,14.0,12.0,53.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0
E01000748,Bromley 042C,Bromley,1.0,4.0,4.0,1.0,3.0,36.0,53.0,11.0,19.0,4.0,4.0,53.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0
E01000749,Bromley 036A,Bromley,0.0,1.0,1.0,3.0,5.0,35.0,16.0,5.0,13.0,7.0,7.0,16.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0
E01000750,Bromley 036B,Bromley,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01000751,Bromley 036C,Bromley,0.0,2.0,0.0,0.0,5.0,15.0,17.0,0.0,3.0,3.0,3.0,17.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0
E01000752,Bromley 036D,Bromley,0.0,3.0,8.0,0.0,8.0,18.0,31.0,2.0,5.0,7.0,5.0,31.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0
E01000754,Bromley 031B,Bromley,0.0,6.0,4.0,2.0,9.0,10.0,17.0,0.0,1.0,1.0,1.0,17.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
E01000755,Bromley 031C,Bromley,0.0,0.0,0.0,0.0,1.0,11.0,7.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
E01000758,Bromley 031E,Bromley,0.0,0.0,1.0,0.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000759,Bromley 034A,Bromley,0.0,1.0,0.0,3.0,4.0,6.0,18.0,4.0,8.0,10.0,10.0,18.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
E01000760,Bromley 034B,Bromley,0.0,6.0,10.0,1.0,13.0,13.0,41.0,7.0,3.0,7.0,5.0,41.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0
E01000761,Bromley 034C,Bromley,2.0,3.0,0.0,2.0,0.0,7.0,14.0,0.0,1.0,1.0,1.0,14.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0
E01000762,Bromley 018D,Bromley,0.0,3.0,2.0,1.0,5.0,9.0,19.0,1.0,1.0,2.0,2.0,19.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
E01000763,Bromley 027A,Bromley,0.0,1.0,0.0,1.0,0.0,5.0,19.0,6.0,1.0,9.0,5.0,19.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
E01000764,Bromley 027B,Bromley,0.0,4.0,0.0,0.0,2.0,6.0,11.0,2.0,0.0,0.0,0.0,11.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01000765,Bromley 034D,Bromley,0.0,10.0,19.0,3.0,27.0,15.0,64.0,17.0,14.0,2.0,2.0,64.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0
E01000766,Bromley 027C,Bromley,0.0,2.0,0.0,0.0,0.0,6.0,13.0,0.0,1.0,1.0,1.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000767,Bromley 027D,Bromley,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,9.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01000769,Bromley 024A,Bromley,0.0,3.0,0.0,0.0,0.0,4.0,5.0,6.0,3.0,0.0,0.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
E01000770,Bromley 012D,Bromley,1.0,4.0,5.0,0.0,11.0,8.0,30.0,4.0,2.0,10.0,6.0,30.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0
E01000771,Bromley 041C,Bromley,0.0,0.0,10.0,0.0,18.0,9.0,38.0,8.0,3.0,9.0,7.0,38.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0
E01000772,Bromley 012E,Bromley,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,1.0,6.0,6.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000773,Bromley 024B,Bromley,0.0,1.0,0.0,0.0,0.0,7.0,9.0,2.0,1.0,8.0,4.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01000774,Bromley 041D,Bromley,0.0,1.0,16.0,1.0,4.0,5.0,31.0,15.0,1.0,7.0,5.0,31.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0
E01000775,Bromley 024C,Bromley,1.0,6.0,4.0,1.0,8.0,12.0,34.0,15.0,4.0,16.0,12.0,34.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0
E01000777,Bromley 024D,Bromley,0.0,2.0,7.0,0.0,7.0,5.0,27.0,1.0,0.0,6.0,6.0,27.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000778,Bromley 024E,Bromley,0.0,0.0,2.0,0.0,4.0,3.0,13.0,0.0,0.0,8.0,4.0,13.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000779,Bromley 001A,Bromley,0.0,4.0,10.0,1.0,6.0,5.0,23.0,25.0,7.0,14.0,12.0,23.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0
E01000781,Bromley 001C,Bromley,0.0,1.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
E01000782,Bromley 001D,Bromley,0.0,1.0,8.0,0.0,7.0,3.0,24.0,3.0,0.0,1.0,1.0,24.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01000784,Bromley 002E,Bromley,0.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,5.0,5.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01000785,Bromley 001F,Bromley,0.0,3.0,0.0,0.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01000786,Bromley 032A,Bromley,0.0,3.0,4.0,1.0,6.0,7.0,19.0,2.0,1.0,4.0,4.0,19.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
E01000787,Bromley 029C,Bromley,0.0,2.0,0.0,0.0,1.0,4.0,10.0,1.0,1.0,0.0,0.0,10.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000788,Bromley 029D,Bromley,0.0,4.0,7.0,2.0,8.0,7.0,32.0,3.0,6.0,4.0,2.0,32.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0
E01000789,Bromley 032B,Bromley,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000790,Bromley 028C,Bromley,1.0,3.0,55.0,3.0,99.0,19.0,140.0,15.0,0.0,9.0,9.0,140.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0
E01000791,Bromley 029E,Bromley,0.0,2.0,0.0,0.0,0.0,8.0,8.0,1.0,0.0,2.0,2.0,8.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
E01000792,Bromley 032C,Bromley,0.0,4.0,2.0,0.0,3.0,3.0,13.0,2.0,1.0,0.0,0.0,13.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01000793,Bromley 032D,Bromley,0.0,1.0,0.0,0.0,0.0,6.0,9.0,1.0,0.0,1.0,1.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000794,Bromley 035E,Bromley,0.0,1.0,0.0,0.0,2.0,12.0,24.0,0.0,0.0,2.0,2.0,24.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
E01000797,Bromley 013E,Bromley,0.0,10.0,11.0,2.0,13.0,5.0,39.0,14.0,5.0,9.0,7.0,39.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
E01000798,Bromley 009D,Bromley,0.0,0.0,11.0,1.0,15.0,1.0,34.0,1.0,1.0,3.0,3.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
E01000799,Bromley 004A,Bromley,0.0,3.0,29.0,0.0,53.0,8.0,56.0,9.0,0.0,10.0,10.0,56.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0
E01000800,Bromley 009E,Bromley,0.0,4.0,0.0,0.0,4.0,3.0,28.0,0.0,2.0,2.0,2.0,28.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000801,Bromley 015E,Bromley,1.0,0.0,1.0,0.0,4.0,3.0,27.0,2.0,1.0,6.0,6.0,27.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
E01000802,Bromley 004B,Bromley,0.0,3.0,2.0,1.0,4.0,3.0,22.0,0.0,0.0,1.0,1.0,22.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
E01000803,Bromley 004C,Bromley,0.0,1.0,1.0,0.0,1.0,4.0,6.0,2.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
E01000804,Bromley 004D,Bromley,1.0,2.0,0.0,0.0,17.0,5.0,99.0,15.0,0.0,3.0,3.0,99.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0
E01000805,Bromley 004E,Bromley,0.0,2.0,3.0,0.0,3.0,5.0,16.0,0.0,1.0,9.0,7.0,16.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000806,Bromley 009F,Bromley,0.0,2.0,12.0,0.0,13.0,3.0,42.0,2.0,2.0,1.0,1.0,42.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
E01000807,Bromley 022C,Bromley,1.0,1.0,37.0,3.0,50.0,10.0,106.0,7.0,1.0,6.0,4.0,106.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0
E01000808,Bromley 025A,Bromley,0.0,1.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,3.0,1.0,13.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000809,Bromley 022D,Bromley,0.0,0.0,0.0,1.0,1.0,5.0,12.0,0.0,1.0,2.0,2.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
E01000810,Bromley 025B,Bromley,0.0,3.0,0.0,0.0,0.0,7.0,11.0,1.0,0.0,1.0,1.0,11.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000811,Bromley 025C,Bromley,0.0,3.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01000812,Bromley 028D,Bromley,0.0,2.0,5.0,0.0,5.0,0.0,33.0,1.0,2.0,0.0,0.0,33.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01000813,Bromley 025D,Bromley,0.0,3.0,0.0,0.0,5.0,7.0,20.0,1.0,1.0,6.0,4.0,20.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
E01000815,Bromley 025E,Bromley,0.0,2.0,0.0,0.0,2.0,5.0,14.0,2.0,3.0,6.0,2.0,14.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
E01000818,Bromley 040B,Bromley,0.0,0.0,0.0,0.0,2.0,1.0,22.0,2.0,3.0,0.0,0.0,22.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
E01000819,Bromley 040C,Bromley,0.0,0.0,8.0,1.0,8.0,8.0,26.0,2.0,1.0,10.0,8.0,26.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0
E01000820,Bromley 008C,Bromley,0.0,2.0,2.0,0.0,5.0,5.0,14.0,11.0,3.0,1.0,1.0,14.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0
E01000822,Bromley 008D,Bromley,0.0,2.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
E01000824,Bromley 008F,Bromley,0.0,3.0,4.0,0.0,7.0,6.0,61.0,3.0,0.0,2.0,2.0,61.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
