code,lsoa,borough,ACCOMM,EDU,FOOD,PARK,SHOP,TRANSPORT,WORK,ENTERTAIN,ATTRACT,SWI,count,WORKs,EDU_jnb,FOOD_jnb,SHOP_jnb,TRANSPORT_jnb,WORK_jnb,ENTERTAIN_jnb,ATTRACT_jnb,ACCOMM_jnb,PARK_jnb,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13
E01001532,Enfield 028C,Enfield,1.0,5.0,9.0,0.0,5.0,3.0,33.0,7.0,6.0,2.0,2.0,33.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,7.290803e-06,1.6076959999999998e-12,4.5097277000000005e-21,5.1880031999999995e-12,3.2112403e-06,6.2134836e-10,0.0,1.0,1.4379853e-05,9.177433e-06,6.880032e-14,4.0264274e-14,0.005952378299999999
E01001537,Enfield 005E,Enfield,0.0,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,2.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001541,Enfield 008D,Enfield,0.0,3.0,1.0,0.0,2.0,0.0,17.0,1.0,0.0,1.0,1.0,17.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.593658e-16,3.6895855000000005e-12,0.0,9.07411e-12,7.714881e-15,1.455212e-15,9.557173e-16,3.740673e-05,3.8649952e-07,6.311316e-19,6.134265e-11,1.0,0.0006228791
E01001543,Enfield 009C,Enfield,0.0,2.0,0.0,0.0,3.0,3.0,14.0,0.0,0.0,1.0,1.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0199612e-05,2.0423116e-07,6.8926297e-06,1.1497154e-06,1.333774e-10,1.051376e-08,1.5977024e-11,7.690123e-10,1.4807451000000002e-10,3.9772485e-10,0.0,1.8989098e-11
E01001545,Enfield 002B,Enfield,0.0,1.0,0.0,0.0,1.0,1.0,9.0,1.0,1.0,6.0,4.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6810098000000001,0.08351027,0.043882012000000005,1.2503004000000001e-05,5.9757785000000005e-05,1.2057939999999998e-07,0.69367456,4.0469033e-08,0.0,0.73787963,0.19577491,2.2779035e-07,1.0
E01001546,Enfield 001C,Enfield,0.0,2.0,3.0,0.0,9.0,1.0,13.0,1.0,1.0,1.0,1.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.892589599999999e-20,4.0765006e-11,0.0,1.1929033e-09,1.0720935e-15,3.1040409999999996e-13,1.0,2.0953296e-10,0.00044602915,3.7454814e-12,2.7901215e-05,3.3095910000000003e-09,5.3822095e-08
E01001564,Enfield 022B,Enfield,0.0,0.0,1.0,0.0,2.0,3.0,20.0,0.0,0.0,2.0,2.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.2967321e-09,1.0,0.0010413546,0.0044022626,0.0,2.2920033e-06,5.7675109999999995e-06,5.273012e-09,0.00018490665,0.034219354,0.012162908,1.1113311000000002e-06,7.5735892999999995e-06
E01001572,Greenwich 008B,Greenwich,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.5606136e-19,4.6560980000000006e-21,1.8962776e-11,1.0849824e-08,1.8174787999999998e-07,1.0,7.110891e-17,3.3016676e-17,0.0002150026,0.0,1.1230707e-13,3.9015963999999995e-14,6.4345871999999995e-06
E01001576,Greenwich 003B,Greenwich,0.0,2.0,2.0,0.0,5.0,10.0,9.0,2.0,2.0,0.0,0.0,9.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001579,Greenwich 003E,Greenwich,0.0,2.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.21543172,3.4496e-06,0.00090309995,2.365515e-05,0.20030019,0.0,7.090048e-08,0.18213125,0.060245726,1.0,0.15103243,0.0031330807,0.28795904
E01001584,Greenwich 021D,Greenwich,1.0,7.0,3.0,0.0,8.0,1.0,32.0,3.0,9.0,0.0,0.0,32.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001585,Greenwich 016B,Greenwich,0.0,1.0,2.0,1.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001587,Greenwich 016D,Greenwich,0.0,3.0,0.0,0.0,0.0,5.0,6.0,0.0,2.0,3.0,3.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.6088901e-09,8.9487626e-11,0.0,1.9612272e-09,3.5426876000000004e-08,1.0225261e-10,1.0,0.16623281,0.00029470804000000003,6.8162276e-10,1.7233793000000002e-05,1.835939e-08,0.001709815
E01001594,Greenwich 014D,Greenwich,0.0,1.0,2.0,0.0,3.0,2.0,8.0,2.0,1.0,3.0,3.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.593658e-16,3.6895855000000005e-12,0.0,9.07411e-12,7.714881e-15,1.455212e-15,9.557173e-16,3.740673e-05,3.8649952e-07,6.311316e-19,6.134265e-11,1.0,0.0006228791
E01001619,Greenwich 030D,Greenwich,0.0,2.0,11.0,0.0,7.0,2.0,40.0,12.0,1.0,7.0,3.0,40.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0016463526,8.21074e-11,0.0,1.9317938e-09,0.00015490869,3.1404488e-09,6.9682616e-14,1.0,0.00017672425,0.0024947803,0.00035093052000000004,0.00013570688,0.19860116
E01001624,Greenwich 025D,Greenwich,0.0,2.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,1.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.290803e-06,1.6076959999999998e-12,4.5097277000000005e-21,5.1880031999999995e-12,3.2112403e-06,6.2134836e-10,0.0,1.0,1.4379853e-05,9.177433e-06,6.880032e-14,4.0264274e-14,0.005952378299999999
E01001632,Greenwich 007C,Greenwich,0.0,2.0,6.0,0.0,10.0,5.0,20.0,3.0,0.0,2.0,2.0,20.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.3473303999999998e-10,1.6434932e-09,0.0,9.978945e-07,8.887741999999999e-14,1.3665017e-09,4.2514055e-11,1.32925415e-11,1.593452e-10,1.2789918e-10,4.2764664000000005e-14,3.602058e-12
E01001636,Greenwich 007E,Greenwich,0.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001645,Greenwich 022A,Greenwich,0.0,2.0,2.0,0.0,3.0,6.0,9.0,1.0,1.0,2.0,2.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.011402468,5.4734724e-11,1.9322885999999995e-15,8.820469999999999e-10,0.0007983767,1.8055627e-09,0.0,1.0,2.041754e-05,0.00025295766,4.1869594e-12,4.084757e-13,0.032686900000000005
E01001649,Greenwich 022D,Greenwich,0.0,4.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,13.0,5.0,10.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.65363294,1.0735571e-09,7.779563999999999e-09,0.0,0.00052331877,6.535073e-10,1.19764945e-08,0.11811513,1.3473776999999998e-06,1.0,0.005850333,0.00036803730000000003,0.018470852
E01001650,Greenwich 019B,Greenwich,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,12.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001654,Greenwich 029B,Greenwich,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001656,Greenwich 034A,Greenwich,0.0,2.0,0.0,0.0,1.0,0.0,7.0,5.0,4.0,0.0,0.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001672,Greenwich 006A,Greenwich,0.0,0.0,0.0,0.0,4.0,0.0,14.0,8.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001679,Greenwich 020A,Greenwich,0.0,4.0,1.0,0.0,1.0,0.0,9.0,4.0,2.0,0.0,0.0,9.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001681,Greenwich 020C,Greenwich,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001685,Greenwich 017D,Greenwich,0.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.019844322,1.213755e-05,0.3202407,1.3148162e-06,1.1964229e-06,2.145429e-07,0.0,1.1140221e-07,1.5531955e-10,8.895419e-10,5.464788e-10,3.7760758e-10
E01001703,Greenwich 011E,Greenwich,0.0,0.0,5.0,0.0,6.0,2.0,16.0,3.0,1.0,3.0,3.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.8594985000000002e-05,2.6424524e-07,9.257851e-09,2.244698e-08,1.0,0.0,3.1973613e-07,4.0405503e-05,3.6926865e-06,0.032882333,0.016265208,2.5189880999999998e-11,1.47875835e-05
E01001705,Greenwich 005A,Greenwich,0.0,4.0,4.0,0.0,7.0,3.0,16.0,1.0,4.0,1.0,1.0,16.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,9.6806115e-24,0.0,2.2204086000000003e-18,2.0123046000000002e-10,4.270735e-20,5.0406855999999995e-18,3.1112859999999996e-07,4.342134e-12,1.0,6.985057e-14,3.8339534e-10,2.6863939999999996e-26,7.455753000000001e-13
E01001708,Greenwich 005C,Greenwich,0.0,1.0,0.0,0.0,2.0,4.0,9.0,0.0,1.0,0.0,0.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001723,Hackney 006A,Hackney,0.0,4.0,0.0,0.0,4.0,0.0,11.0,0.0,2.0,2.0,2.0,11.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16187431,0.017569998,0.00010136853999999999,1.1655958999999999e-06,1.0597477e-06,0.6503276,9.366267e-09,0.0,0.54833674,0.075314425,3.8204848e-10,0.895784
E01001725,Hackney 004A,Hackney,0.0,3.0,0.0,0.0,11.0,0.0,14.0,0.0,0.0,1.0,1.0,14.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001726,Hackney 004B,Hackney,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,2.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07042910000000001,1.0013344e-07,4.6725313e-07,4.519532e-06,0.005278479,0.0,0.045190762999999995,0.023170687000000002,0.0007507992999999999,1.0,0.080444396,2.9625787999999997e-05,0.0471994
E01001732,Hackney 019C,Hackney,0.0,0.0,7.0,0.0,9.0,0.0,10.0,1.0,3.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.21543172,3.4496e-06,0.00090309995,2.365515e-05,0.20030019,0.0,7.090048e-08,0.18213125,0.060245726,1.0,0.15103243,0.0031330807,0.28795904
E01001737,Hackney 012B,Hackney,0.0,2.0,4.0,0.0,2.0,3.0,19.0,0.0,1.0,1.0,1.0,19.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.1328082999999996e-14,1.1725423000000002e-08,1.0,1.3366677e-09,7.708123e-09,0.0025111435,0.00049462356,4.213059e-05,2.1572705e-08,0.0,9.577288e-14,0.00033382842000000005,6.0320005e-10
E01001740,Hackney 014A,Hackney,0.0,1.0,1.0,0.0,6.0,1.0,5.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.024885857,3.5625165999999997e-12,2.1572388e-15,2.2358178e-07,0.0025503645,7.70541e-09,0.0,1.0,2.6302627000000002e-05,0.0005030685,2.1068699e-11,6.4521996e-14,0.033055685
E01001757,Hackney 016C,Hackney,0.0,3.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,10.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3363667e-09,2.9846254e-09,2.6977637000000004e-10,7.9641137e-07,2.3071798e-13,3.3810636e-06,8.635915e-10,0.58669674,2.3368987000000004e-10,5.4090856e-09,0.0,3.3074234000000003e-11
E01001764,Hackney 010A,Hackney,0.0,2.0,3.0,0.0,5.0,2.0,13.0,2.0,0.0,8.0,6.0,13.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.2772225e-07,0.9147726,1.0,0.00064835243,0.0,0.0038627188,0.00012233543,0.9435558000000001,0.0013984103,0.07802866,0.014780261999999999,6.0200061999999996e-05,0.022975400000000003
E01001785,Hackney 015B,Hackney,0.0,1.0,8.0,0.0,4.0,0.0,10.0,0.0,1.0,4.0,2.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9246274,1.6123553999999996e-08,6.754180000000001e-09,2.049e-08,3.700162e-07,9.709584499999999e-11,8.8232435e-09,8.515924e-08,7.385935000000001e-08,1.0,1.8413077e-10,0.0,2.4584142e-11
E01001788,Hackney 013C,Hackney,0.0,3.0,0.0,0.0,5.0,3.0,10.0,0.0,3.0,3.0,1.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5492918999999999,0.0019423384,0.006842556,0.07911426,0.50398785,0.00022268349,0.0,1.0,0.004503865300000001,0.040854923,1.1050301999999999e-05,0.060358765999999994,0.21170773
E01001789,Hackney 015C,Hackney,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001790,Hackney 013D,Hackney,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001802,Hackney 003B,Hackney,0.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,2.0,4.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73637146,1.6593745999999999e-07,0.0012789578,1.2624533000000002e-06,0.7257978,3.4205596000000003e-06,0.04463724,0.10230249,0.27037516,1.0,0.0,1.6097604e-07,0.00021738779
E01001804,Hackney 003C,Hackney,0.0,1.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,4.0,4.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.088018e-07,0.0,1.1627239e-07,3.930235e-09,0.14021198,2.0967863e-11,2.7254228e-07,0.14322734,1.0,3.3045040000000004e-09,1.215275e-09,1.7835953000000003e-08,0.0024617866
E01001821,Hackney 024F,Hackney,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,2.0,0.0,0.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001828,Hackney 028B,Hackney,0.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.4553694e-07,2.4233685e-07,0.49918798,1.7998616999999999e-06,1.0,0.28188384,4.1420262e-05,1.9666448e-05,2.276752e-06,1.380129e-07,0.0,9.769185000000001e-07,2.9778707000000004e-08
E01001835,Hackney 014F,Hackney,0.0,4.0,3.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001845,Hackney 022E,Hackney,0.0,1.0,2.0,0.0,1.0,1.0,9.0,1.0,1.0,3.0,3.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30907196,0.0,1.2956441e-09,6.046273e-09,2.6570506e-05,1.0,3.163035e-11,2.182364e-06,0.00020022395,4.85099e-10,8.120034e-12,3.6161293e-11,2.1468476999999997e-05
E01001864,Hammersmith and Fulham 006E,Hammersmith and Fulham,0.0,1.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.201548e-12,0.6574916000000001,5.5445369999999994e-05,0.0023651402,0.0,4.0013427e-07,2.411056e-07,7.64771e-05,4.7620816e-07,1.4992783e-13,5.311688e-09,1.0,0.00022315898999999997
E01001892,Hammersmith and Fulham 016D,Hammersmith and Fulham,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.20741825e-08,0.0,1.820323e-13,3.8645709999999994e-08,5.5869705999999995e-12,6.6755373e-10,1.6807402e-06,4.0444450000000006e-07,0.0031548862,1.0,7.835944999999999e-12,1.0898117e-13,3.2162572999999995e-12
E01001929,Hammersmith and Fulham 009D,Hammersmith and Fulham,0.0,1.0,2.0,0.0,5.0,1.0,19.0,0.0,1.0,3.0,1.0,19.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001957,Hammersmith and Fulham 002B,Hammersmith and Fulham,0.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001965,Haringey 009C,Haringey,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01001967,Haringey 014A,Haringey,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55042624,0.0016347070000000002,0.011173774,0.18097869,0.5040756,0.11821987,0.0,1.0,0.030283451,0.036516104,5.404746999999999e-05,0.015870294,0.36098713
E01001983,Haringey 018D,Haringey,0.0,2.0,11.0,0.0,5.0,1.0,18.0,3.0,0.0,1.0,1.0,18.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.4334458999999999e-08,0.0,6.3464286999999995e-15,1.2907552e-08,5.081921400000001e-12,4.3239234e-10,0.00048459455,3.8227142e-07,0.0028790394,1.0,4.0466099999999995e-12,1.0913393e-14,1.4334995e-12
E01001985,Haringey 033B,Haringey,1.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,8.6226885e-12,1.0,0.0008654527000000001,0.003993914,0.0,2.0380623e-06,1.4953187e-06,1.6869947e-14,1.2205216e-07,9.002136e-13,6.972457e-10,6.121790999999999e-07,7.720918e-15
E01002004,Haringey 023D,Haringey,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002006,Haringey 035B,Haringey,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01002013,Haringey 022A,Haringey,0.0,0.0,2.0,0.0,2.0,2.0,15.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.759587e-06,1.0226969000000001e-12,5.5082373e-21,3.921687e-12,4.1601907e-06,4.061347e-10,0.0,1.0,1.5067220000000002e-05,1.2272089999999998e-05,4.7394356e-14,2.563296e-08,0.025857935
E01002021,Haringey 022C,Haringey,0.0,3.0,0.0,0.0,0.0,2.0,11.0,2.0,1.0,3.0,3.0,11.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.1644e-05,3.825878e-07,0.00024384745,1.3668331e-06,6.596115e-09,2.5101095e-08,0.0,3.620696e-09,1.7599981000000002e-10,1.2240821e-09,4.4382592000000005e-12,5.365319e-11
